datetime,humidity,co2,soil,temperature
"10/12/65,19:56",77.16,518.99,55.4,29.09
"10/12/65,19:58",77.16,517.91,60.8,29.07
"10/12/65,20:00",77.16,518.48,56.4,29.06
"10/12/65,20:02",77.44,519.28,58,29.03
"10/12/65,20:04",77.52,518.84,58.2,28.97
"10/12/65,20:06",77.79,527.06,54.8,28.96
"10/12/65,20:08",77.72,533.58,63,28.93
"10/12/65,20:10",77.96,532.66,58.6,28.9
"10/12/65,20:12",77.9,528.48,63.6,28.89
"10/12/65,20:14",77.79,527.14,60,28.85
"10/12/65,20:16",78.14,532.34,62.8,28.83
"10/12/65,20:18",78.12,530.01,62.2,28.8
"10/12/65,20:20",78.43,532.59,64.8,28.78
"10/12/65,20:22",78.5,535.08,62.2,28.79
"10/12/65,20:24",78.58,531.81,67.2,28.78
"10/12/65,20:26",78.47,536.37,61,28.76
"10/12/65,20:28",78.76,529.11,63,28.72
"10/12/65,20:30",79.07,519.67,60.6,28.72
"10/12/65,20:32",78.75,517.87,58,28.68
"10/12/65,20:34",78.8,510.07,63.2,28.63
"10/12/65,20:36",78.72,508.34,58.8,28.66
"10/12/65,20:38",78.74,516.75,64.4,28.65
"10/12/65,20:40",79.15,522.82,59,28.6
"10/12/65,20:42",79.02,518.35,63.8,28.59
"10/12/65,20:44",78.87,525.46,58.2,28.56
"10/12/65,20:46",79.04,531.84,64.4,28.52
"10/12/65,20:48",79.16,535.29,63.8,28.56
"10/12/65,20:50",79.12,528.88,60,28.49
"10/12/65,20:52",79.07,525.48,62.8,28.49
"10/12/65,20:54",79.2,530.88,58.6,28.49
"10/12/65,20:56",79.32,525.6,62.8,28.43
"10/12/65,20:58",79.49,526.44,63,28.4
"10/12/65,21:00",79.49,527.19,63.6,28.4
"10/12/65,21:02",79.76,527.09,54.4,28.35
"10/12/65,21:04",79.69,524.47,67,28.34
"10/12/65,21:06",79.66,519.72,58.8,28.31
"10/12/65,21:08",79.58,523.84,63.2,28.28
"10/12/65,21:10",79.5,522.51,64.2,28.28
"10/12/65,21:12",79.43,519.13,57,28.25
"10/12/65,21:14",79.8,512.26,66.4,28.19
"10/12/65,21:16",79.85,515.45,60.6,28.19
"10/12/65,21:18",79.72,511.91,63.2,28.17
"10/12/65,21:20",79.58,510.94,64.4,28.15
"10/12/65,21:22",79.72,513.61,68.4,28.17
"10/12/65,21:24",79.77,512.22,62.6,28.12
"10/12/65,21:26",80.04,509.57,56,28.07
"10/12/65,21:28",80.04,530.81,64.2,28.07
"10/12/65,21:30",80.11,525.49,59.8,28.07
"10/12/65,21:32",80.13,520.7,64.2,28.04
"10/12/65,21:34",80.06,524.14,62.6,28.04
"10/12/65,21:36",80.06,519.09,64.2,28.03
"10/12/65,21:38",80.18,524.79,58.4,28
"10/12/65,21:40",80.24,521.68,62.8,27.98
"10/12/65,21:42",80.25,529.85,57.2,27.95
"10/12/65,21:44",80.31,525.76,65.6,27.95
"10/12/65,21:46",80.27,514.19,58.4,27.97
"10/12/65,21:48",80.24,517.23,57,27.95
"10/12/65,21:50",80.27,508.99,62,27.92
"10/12/65,21:52",80.23,514.43,57.6,27.92
"10/12/65,21:54",80.17,507.95,60.2,27.91
"10/12/65,21:56",80.02,508.83,59,27.91
"10/12/65,21:58",79.26,501.24,56.8,27.87
"10/12/65,22:00",78.22,487.68,59.6,27.83
"10/12/65,22:02",78.94,481.53,59.8,27.81
"10/12/65,22:04",78.76,474.78,62.4,27.8
"10/12/65,22:06",78.2,464.09,59,27.78
"10/12/65,22:08",78.21,457.53,59,27.77
"11/12/65,06:36",92.48,523.78,68.4,23.92
"11/12/65,06:38",91.1,527.47,68.4,24.38
"11/12/65,06:40",90.19,520.92,66.6,24.69
"11/12/65,06:42",89.27,524.6,68.8,24.91
"11/12/65,06:44",88.42,515.68,64,25.08
"11/12/65,06:46",87.65,505.84,67.6,25.25
"11/12/65,06:48",87.19,513.14,71,25.35
"11/12/65,06:50",86.66,511.18,58.8,25.46
"11/12/65,06:52",86.35,518.04,61.2,25.57
"11/12/65,06:54",86.25,516.14,63.4,25.62
"11/12/65,06:56",86.13,517.27,60.2,25.7
"11/12/65,06:58",85.73,505.68,62.2,25.76
"11/12/65,07:00",85.33,502.09,61.8,25.85
"11/12/65,07:02",85.33,497.13,59.2,25.9
"11/12/65,07:04",85.17,494.46,59.2,25.95
"11/12/65,07:06",84.95,499.15,53,26.01
"11/12/65,07:08",84.67,508.5,57.8,26.1
"11/12/65,07:10",84.51,505.36,66.2,26.17
"11/12/65,07:12",84.35,500.64,56,26.24
"11/12/65,07:14",84.2,494.56,57.4,26.33
"11/12/65,07:16",84.09,496.62,51.6,26.38
"11/12/65,07:18",84.18,496.03,57.2,26.48
"11/12/65,07:20",84.09,497.7,53,26.55
"11/12/65,07:22",83.98,512.84,53.8,26.67
"11/12/65,07:24",83.78,519.92,54.8,26.75
"11/12/65,07:26",83.74,515.76,52.8,26.81
"11/12/65,07:28",83.38,515.3,57,26.89
"11/12/65,07:30",82.79,507.67,51,26.98
"11/12/65,07:32",82.83,510.99,55.4,27.02
"11/12/65,07:34",82.77,498.68,54.8,27.09
"11/12/65,07:36",82.77,545.06,57,27.18
"11/12/65,07:38",82.64,519.91,50.2,27.28
"11/12/65,07:40",82.18,506.28,56.4,27.37
"11/12/65,07:42",81.67,495.81,50.6,27.46
"11/12/65,07:44",81.27,489.97,53.8,27.53
"11/12/65,07:46",81.07,491.86,45.8,27.61
"11/12/65,07:48",80.46,487.43,54.8,27.69
"11/12/65,07:50",79.71,490.9,51.6,27.77
"11/12/65,07:52",78.39,482.82,54,27.84
"11/12/65,07:54",77.75,480.15,49.8,27.9
"11/12/65,07:56",77.85,470.81,53.6,27.95
"11/12/65,07:58",76.48,466.02,48.4,27.98
"11/12/65,08:00",76.61,464.86,51.6,28.04
"11/12/65,08:02",77.01,462.9,43.4,28.09
"11/12/65,08:04",75.83,471.32,49,28.15
"11/12/65,08:06",74.85,464.28,48.4,28.17
"11/12/65,08:08",75.29,456.93,46.6,28.18
"11/12/65,08:10",73.93,458.83,48.4,28.21
"11/12/65,08:12",72.92,455.74,46.6,28.21
"11/12/65,08:14",73.28,453.51,53.2,28.21
"11/12/65,08:16",73.37,454.36,39.6,28.31
"11/12/65,08:18",73.66,453.09,43,28.42
"11/12/65,08:20",73.31,453.63,52,28.53
"11/12/65,08:22",73.45,451.53,44.4,28.66
"11/12/65,08:24",72.33,446.91,48.6,28.82
"11/12/65,08:26",71.55,450.82,47.4,28.99
"11/12/65,08:28",71.12,436.62,50.2,29.07
"11/12/65,08:30",70.7,439.75,48,29.2
"11/12/65,08:32",70.31,443.35,46.8,29.33
"11/12/65,08:34",68.54,448.25,45.2,29.42
"11/12/65,08:36",68.89,446.4,51.6,29.54
"11/12/65,08:38",68.31,444.48,48.2,29.65
"11/12/65,08:40",68.49,451.48,46,29.76
"11/12/65,08:42",67.98,455.38,43,29.89
"11/12/65,08:44",67.45,447.1,41.2,29.99
"11/12/65,08:46",66.75,448.42,45.8,30.06
"11/12/65,08:48",66.27,449.08,43.8,30.13
"11/12/65,08:50",65.93,450.43,37,30.18
"11/12/65,08:52",67.12,443.21,37.6,30.3
"11/12/65,08:54",66.13,445.89,44.6,30.56
"11/12/65,08:56",65.13,449.29,39.4,30.8
"11/12/65,08:58",66.31,444.25,40,31.01
"11/12/65,09:00",65.86,451.56,38.6,31.32
"11/12/65,09:02",66.07,453.41,43.2,31.7
"11/12/65,09:04",64.99,441.87,47.4,32.11
"11/12/65,09:06",62.64,457.97,42,32.44
"11/12/65,09:08",60.51,444.27,42.8,32.68
"11/12/65,09:10",61,444.01,47,32.88
"11/12/65,09:12",61.05,443.36,41.4,33.01
"11/12/65,09:14",60.62,446.66,40.6,33.27
"11/12/65,09:16",60.18,454.01,38.4,33.55
"11/12/65,09:18",59.22,451.92,36,33.83
"11/12/65,09:20",59.11,451.1,33.6,34.1
"11/12/65,09:22",58.73,448.46,47.8,34.31
"11/12/65,09:24",58.37,452.49,36.8,34.54
"11/12/65,09:26",57.2,450.3,31.2,34.69
"11/12/65,09:28",56.3,442.89,34,34.95
"11/12/65,09:30",56.1,450.51,31.6,35.18
"11/12/65,09:32",54.59,449.59,38,35.33
"11/12/65,09:34",54.58,446.97,30.4,35.38
"11/12/65,09:36",54.6,439.77,26.2,35.51
"11/12/65,09:38",54.11,442.94,34,35.7
"11/12/65,09:40",53.15,446.83,27,35.83
"11/12/65,09:42",52.76,452.91,22.8,35.91
"11/12/65,09:44",52.75,446.72,21,35.85
"11/12/65,09:46",52.52,446.05,28.8,35.63
"11/12/65,09:48",53.76,444.87,26.2,35.33
"11/12/65,09:50",54.38,442.3,26.2,35.06
"11/12/65,09:52",55.43,449.23,21.6,34.82
"11/12/65,09:54",55.86,446.79,28.8,34.67
"11/12/65,09:56",55.83,446.37,18,34.67
"11/12/65,09:58",55.48,448.87,26.4,34.81
"11/12/65,10:00",54.92,447.13,16.2,34.96
"11/12/65,10:02",53.21,438,19,35
"11/12/65,10:04",53.52,440.6,24.6,35.12
"11/12/65,10:06",53.47,437.28,25.8,35.18
"11/12/65,10:08",53.79,439.83,25.4,35.43
"11/12/65,10:10",53.93,440.96,17.8,35.71
"11/12/65,10:12",52.7,431.88,26,36.05
"11/12/65,10:14",50.69,439.21,18.4,36.45
"11/12/65,10:16",49.66,451.02,19,36.84
"11/12/65,10:18",49.75,437.74,21.2,37.18
"11/12/65,10:20",48.75,440.22,21.8,37.47
"11/12/65,10:22",47.96,443.25,26.4,37.69
"11/12/65,10:24",47.18,441.31,17.8,38.02
"11/12/65,10:26",47,437.74,18.4,38.37
"11/12/65,10:28",45.49,445.77,17.6,38.78
"11/12/65,10:30",45.29,431.08,11,39.08
"11/12/65,10:32",45.11,442.15,14.2,39.35
"11/12/65,10:34",44.64,445.05,15.8,39.55
"11/12/65,10:36",44.17,432.38,13.8,39.66
"11/12/65,10:38",43.17,443.03,18,39.75
"11/12/65,10:40",43.44,437.18,7.6,39.59
"11/12/65,10:42",43.82,438.97,10.6,39.47
"11/12/65,10:44",43.5,438.71,14.4,39.42
"11/12/65,10:46",44.19,433.68,7.2,39.53
"11/12/65,10:48",43.71,432.7,10.2,39.85
"11/12/65,10:50",42.52,436.76,11.2,39.83
"11/12/65,10:52",42.88,440.03,13.8,39.71
"11/12/65,10:54",42.81,434.95,9.6,39.33
"11/12/65,10:56",43.23,443.38,14.8,38.8
"11/12/65,10:58",44.92,442.5,16.8,38.3
"11/12/65,11:00",46.11,428.57,15.4,37.92
"11/12/65,11:02",47.11,435.55,16.4,37.54
"11/12/65,11:04",47.66,428.39,17.2,37.33
"11/12/65,11:06",48.63,434.26,18.2,37.33
"11/12/65,11:08",49.06,424.83,14.8,37.52
"11/12/65,11:10",47.95,427.76,12.2,37.72
"11/12/65,11:12",46.52,432.22,19,37.82
"11/12/65,11:14",45.93,429.75,19.6,37.96
"11/12/65,11:16",46.99,428.58,15.6,38.2
"11/12/65,11:18",46.19,424.34,14.2,38.4
"11/12/65,11:20",45.48,428.66,13.6,38.47
"11/12/65,11:22",44.99,423.6,15.2,38.4
"11/12/65,11:24",45.61,426.31,13,38.45
"11/12/65,11:26",45.47,426.38,12.4,38.39
"11/12/65,11:28",44.65,433.49,11.4,38.45
"11/12/65,11:30",44.18,431.83,14.2,38.59
"11/12/65,11:32",43.79,432.15,14.8,38.75
"11/12/65,11:34",44.39,428.91,13.8,38.97
"11/12/65,11:36",44.06,424.41,18.6,39.12
"11/12/65,11:38",44.19,430.61,11.8,39.37
"11/12/65,11:40",44.13,432.1,13.6,39.65
"11/12/65,11:42",42.71,427.06,15.2,39.76
"11/12/65,11:44",41.91,436.22,14,39.92
"11/12/65,11:46",41.09,429.41,15.4,39.95
"11/12/65,11:48",39.58,439.87,15.4,39.66
"11/12/65,11:50",41.76,428.1,6.6,39.29
"11/12/65,11:52",42.77,428.09,11.2,39.61
"11/12/65,11:54",40.7,437.72,9.4,39.9
"11/12/65,11:56",41.41,435.97,12.8,40.13
"11/12/65,11:58",41.25,436.29,14,40.49
"11/12/65,12:00",40.95,431.94,11,40.75
"11/12/65,12:02",39.96,440.71,8.4,41.02
"11/12/65,12:04",40.27,432.89,12.4,41.24
"11/12/65,12:06",39.41,423.83,7.4,41.35
"11/12/65,12:08",38.76,435.3,7.4,41.21
"11/12/65,12:10",40.17,428.25,10.4,41.02
"11/12/65,12:12",38.39,431.62,9.4,40.98
"11/12/65,12:14",39.42,428.76,16.2,40.92
"11/12/65,12:16",39.79,424.95,10.8,40.85
"11/12/65,12:18",37.52,417.3,5.2,40.33
"11/12/65,12:20",39.71,436.93,4.4,39.71
"11/12/65,12:22",40.74,424.42,5,39.65
"11/12/65,12:24",41.5,429.85,5.4,39.82
"11/12/65,12:26",41.07,426.15,3.4,39.86
"11/12/65,12:28",40.55,422.99,0,39.56
"11/12/65,12:30",40.76,426.51,7.8,39.2
"11/12/65,12:32",41.26,435.47,7,39.12
"11/12/65,12:34",39.34,429.59,8.4,38.64
"11/12/65,12:36",41.23,433.9,8.4,38.64
"11/12/65,12:38",40.21,431.28,9.6,38.59
"11/12/65,12:40",41.79,431.79,8.6,38.66
"11/12/65,12:42",40.19,427.11,10.6,38.78
"11/12/65,12:44",39.67,439.46,7.8,38.88
"11/12/65,12:46",41.52,431.95,11.6,38.33
"11/12/65,12:48",41.14,431.55,7.6,37.92
"11/12/65,12:50",42.53,432.41,16.8,37.68
"11/12/65,12:52",43.12,434.1,11.4,37.99
"11/12/65,12:54",42.94,433.58,10.4,38.42
"11/12/65,12:56",42.3,431.22,10,38.71
"11/12/65,12:58",42.28,433.64,17.6,39.17
