datetime,humidity,co2,soil,temperature
"06/12/65,16:48",55.77,416.2,12,32.86
"06/12/65,16:50",55.8,418.43,13.8,32.74
"06/12/65,16:52",56.07,421.3,19.4,32.68
"06/12/65,16:54",56.76,416.98,19.6,32.59
"06/12/65,16:56",57.46,414.15,23.2,32.52
"06/12/65,16:58",58.8,421.22,21.2,32.48
"06/12/65,17:00",59.42,423.36,17.6,32.42
"06/12/65,17:02",59.62,424.69,24,32.4
"06/12/65,17:04",59.22,418.16,20.4,32.31
"06/12/65,17:06",60.04,423.7,22.6,32.27
"06/12/65,17:08",60.11,425.45,19.6,32.16
"06/12/65,17:10",60.1,425.07,28,32.06
"06/12/65,17:12",59.94,421.28,28,31.93
"06/12/65,17:14",60.82,420.09,38.8,31.89
"06/12/65,17:16",60.89,422.44,25.4,31.83
"06/12/65,17:18",61.54,419.6,28.2,31.73
"06/12/65,17:20",62.21,419.32,29.2,31.66
"06/12/65,17:22",62.67,419.7,36.2,31.6
"06/12/65,17:24",63.03,423.07,40,31.54
"06/12/65,17:26",63.95,422.26,34.8,31.48
"06/12/65,17:28",64.14,425.23,39.2,31.36
"06/12/65,17:30",64.41,428.84,48,31.3
"06/12/65,17:32",64.76,426.81,43.4,31.24
"06/12/65,17:34",64.15,421.51,39.6,31.14
"06/12/65,17:36",64.61,421.58,43.4,31.09
"06/12/65,17:38",66.32,429.24,47,31.05
"06/12/65,17:40",66.64,431.96,28.8,30.97
"06/12/65,17:42",67.04,426.47,31.6,30.91
"06/12/65,17:44",67.27,431.69,38.2,30.84
"06/12/65,17:46",67.95,445.51,30.2,30.77
"06/12/65,17:48",68.98,437.24,37.2,30.71
"06/12/65,17:50",69.15,435.58,41.2,30.63
"06/12/65,17:52",70.06,443.11,38.8,30.54
"06/12/65,17:54",70.49,443.89,37.2,30.44
"06/12/65,17:56",70.8,446.93,46.6,30.36
"06/12/65,17:58",71.12,443.86,41.8,30.29
"06/12/65,18:00",71.32,442.49,44.8,30.2
"06/12/65,18:02",71.54,443.58,41.8,30.12
"06/12/65,18:04",72,449.38,42.2,30.05
"06/12/65,18:06",72.94,459.81,41.2,30.02
"06/12/65,18:08",72.93,462.41,45.4,29.93
"06/12/65,18:10",72.9,457.27,40.8,29.88
"06/12/65,18:12",72.73,449.58,45,29.79
"06/12/65,18:14",72.85,448.87,41.8,29.71
"06/12/65,18:16",72.88,455,49.4,29.65
"06/12/65,18:18",73.03,450.89,44,29.59
"06/12/65,18:20",73.07,447.39,42.8,29.52
"06/12/65,18:22",73.26,448.02,42.8,29.44
"06/12/65,18:24",73.65,446.24,44.8,29.38
"06/12/65,18:26",73.75,452.51,48.4,29.31
"06/12/65,18:28",74.29,444.3,47.6,29.3
"06/12/65,18:30",74.96,451.05,48.4,29.23
"06/12/65,18:32",75.1,455.82,51.8,29.21
"06/12/65,18:34",74.95,449.65,49.6,29.18
"06/12/65,18:36",75.52,448.93,47.2,29.11
"06/12/65,18:38",75.7,444.46,48.8,29.07
"06/12/65,18:40",76.1,444.58,51.8,29.03
"06/12/65,18:42",76.17,453.24,47.2,29.01
"06/12/65,18:44",76.23,456.21,50.8,29
"06/12/65,18:48",76.55,469.65,53.2,28.91
"06/12/65,18:50",76.8,465.28,48,28.9
"06/12/65,18:52",76.93,464.06,51,28.89
"06/12/65,18:54",77.11,461.51,51,28.86
"06/12/65,18:56",77,463.02,45.2,28.82
"06/12/65,18:58",76.87,458.21,50.6,28.8
"06/12/65,19:00",77,463.55,48.6,28.76
"06/12/65,19:02",76.98,463.2,54,28.72
"06/12/65,19:04",77.08,471.04,48.6,28.72
"06/12/65,19:06",76.39,474.03,53,28.68
"06/12/65,19:08",75.63,479.11,52.2,28.62
"06/12/65,19:10",74.44,462.39,53.4,28.59
"06/12/65,19:12",72.75,446.97,49.6,28.59
"06/12/65,19:14",72.91,440.7,55.8,28.68
"06/12/65,19:16",71.75,448.87,50.8,28.78
"06/12/65,19:18",71.61,442.14,48,28.83
"06/12/65,19:20",71.03,436.82,55.8,28.89
"06/12/65,19:22",70.24,439.8,53.8,28.91
"06/12/65,19:24",70.05,431.65,52.6,28.99
"06/12/65,19:26",68.67,435.4,48.8,29.03
"06/12/65,19:28",68.87,433.18,52.8,29.07
"06/12/65,19:30",68.57,434.03,46.6,29.09
"06/12/65,19:32",67.99,431.05,51.2,29.11
"06/12/65,19:34",68.1,426.4,53.2,29.16
"06/12/65,19:36",67.11,430.47,49.4,29.17
"06/12/65,19:38",67.29,430.85,41.4,29.2
"06/12/65,19:40",67.53,425.48,48,29.21
"06/12/65,19:42",66.93,437.45,50.2,29.21
"06/12/65,19:44",66.83,436.59,46.2,29.21
"06/12/65,19:46",67.04,439.46,48.6,29.21
"06/12/65,19:48",66.56,439.6,45.6,29.23
"06/12/65,19:50",66.47,437.46,49.2,29.24
"06/12/65,19:52",66.69,433.81,47.8,29.24
"06/12/65,19:54",66.87,432.37,44.8,29.21
"06/12/65,19:56",67.02,430.85,46.8,29.23
"06/12/65,19:58",66.96,437.32,43.2,29.21
"06/12/65,20:00",67.14,434.25,49.2,29.21
"06/12/65,20:02",67.15,436.29,49.4,29.16
"06/12/65,20:04",67.71,450.69,47,29.14
"06/12/65,20:06",67.96,444.19,45.2,29.13
"06/12/65,20:08",68.41,447.69,46,29.13
"06/12/65,20:10",68.68,448.51,44.2,29.1
"06/12/65,20:12",68.53,446.47,51.6,29.04
"06/12/65,20:14",68.43,449.04,44.4,29
"06/12/65,20:16",68.96,444.26,48.6,28.97
"06/12/65,20:18",68.95,447.64,49.2,28.94
"06/12/65,20:20",69.13,445.36,47.6,28.93
"06/12/65,20:22",69.12,447.88,51.6,28.87
"06/12/65,20:24",69.52,451.93,48,28.85
"06/12/65,20:26",69.38,448.45,50,28.8
"06/12/65,20:28",69.53,442.92,47.8,28.78
"06/12/65,20:30",69.6,447.17,45,28.73
"06/12/65,20:32",69.56,454.6,53.2,28.72
"06/12/65,20:34",69.83,448.71,49.6,28.7
"06/12/65,20:36",69.69,444.58,50.8,28.69
"06/12/65,20:38",70.02,450.19,50,28.66
"06/12/65,20:40",69.76,448.85,44.8,28.69
"06/12/65,20:42",69.61,443.18,48,28.7
"06/12/65,20:44",69.92,445.72,50.6,28.72
"06/12/65,20:46",69.72,445.94,49.6,28.75
"06/12/65,20:48",69.5,444.42,44.2,28.76
"06/12/65,20:50",69.31,441.29,51,28.73
"06/12/65,20:52",69.75,440.33,44.8,28.73
"06/12/65,20:54",69.47,441.69,47,28.75
"06/12/65,20:56",69.59,446.58,48.4,28.79
"06/12/65,20:58",69.74,453.29,45.6,28.79
"06/12/65,21:00",69.89,448.89,50.8,28.78
"06/12/65,21:02",70.05,454.93,42.2,28.78
"06/12/65,21:04",69.62,450.25,46,28.76
"06/12/65,21:06",69.81,449.71,49,28.72
"06/12/65,21:08",69.63,446.64,47.2,28.69
"06/12/65,21:10",70.16,450.31,44,28.63
"06/12/65,21:12",70.2,440.66,49.6,28.59
"06/12/65,21:14",70.42,451.23,45.2,28.62
"06/12/65,21:16",70.45,451.32,51.8,28.58
"06/12/65,21:18",71.06,446.05,44.2,28.53
"06/12/65,21:20",70.99,443.64,43.4,28.49
"06/12/65,21:22",71.31,443.7,49,28.42
"06/12/65,21:24",71.65,442.57,43.6,28.42
"06/12/65,21:26",72.03,451.17,49,28.42
"06/12/65,21:28",72.44,461.38,50,28.4
"06/12/65,21:30",72.85,460.55,48,28.42
"06/12/65,21:32",73.13,459.24,44,28.39
"06/12/65,21:34",72.86,459.46,41.8,28.32
"06/12/65,21:36",72.86,468.73,51.8,28.29
"06/12/65,21:38",73.36,465.79,42,28.27
"06/12/65,21:40",73.63,465.7,48.8,28.22
"06/12/65,21:42",73.77,475.53,49,28.19
"06/12/65,21:44",73.9,471.87,47.4,28.14
"06/12/65,21:46",74.38,473.38,48,28.12
"06/12/65,21:48",74.46,474.08,43.6,28.07
"06/12/65,21:50",74.64,467.9,48.8,28.04
"06/12/65,21:52",75.05,468.14,43.8,27.95
"06/12/65,21:54",75.17,468.06,50.2,27.97
"06/12/65,21:56",75.36,474.06,42.2,27.91
"06/12/65,21:58",75.93,469.48,34.6,27.83
"06/12/65,22:00",76.27,472.01,45.4,27.77
"06/12/65,22:02",76.26,481.23,50.4,27.74
"06/12/65,22:04",76.31,484.62,45,27.71
"06/12/65,22:06",76.59,477.95,51.2,27.69
"06/12/65,22:08",76.77,486.16,48.8,27.6
"06/12/65,22:10",77.08,489.12,42.2,27.61
"06/12/65,22:12",77.25,488.44,50.6,27.61
"06/12/65,22:14",77.15,485.12,43.6,27.54
"06/12/65,22:16",77.41,476.04,51.4,27.47
"06/12/65,22:18",77.49,469.98,51,27.43
"06/12/65,22:20",77.4,476.51,48.8,27.4
"06/12/65,22:22",77.79,482.57,48.8,27.33
"06/12/65,22:24",78,482.77,51.8,27.34
"06/12/65,22:26",77.89,487.59,46.8,27.32
"06/12/65,22:28",78.36,494.73,47.4,27.28
"06/12/65,22:30",78.69,491.7,47.6,27.29
"06/12/65,22:32",78.82,492.19,43,27.23
"06/12/65,22:34",78.57,490.65,51.8,27.22
"06/12/65,22:36",78.08,488.33,48.6,27.19
"06/12/65,22:38",78.26,488.75,42.2,27.16
"06/12/65,22:40",78.09,481.06,48,27.16
"06/12/65,22:42",78.17,475.34,48.4,27.16
"06/12/65,22:44",78.18,477.56,44.8,27.1
"06/12/65,22:46",78.15,474.06,51.2,27.08
"06/12/65,22:48",78.12,472.92,50,27.06
"06/12/65,22:50",78.34,469.28,45.4,27.03
"06/12/65,22:52",78.45,469.36,52.6,27.02
"06/12/65,22:54",78.46,474.86,44.8,26.98
"06/12/65,22:56",78.44,476.28,52,26.98
"06/12/65,22:58",78.45,476.08,46.2,26.95
"06/12/65,23:00",78.57,472.81,49.6,26.95
"06/12/65,23:02",78.63,464.83,48.4,26.89
"06/12/65,23:04",78.73,469.5,47.6,26.89
"06/12/65,23:06",78.63,478.58,50.6,26.89
"06/12/65,23:08",78.73,487.31,47.6,26.85
"06/12/65,23:10",78.69,495.01,53.4,26.84
"06/12/65,23:12",78.83,490.68,51.8,26.78
"06/12/65,23:14",78.87,492.91,51.6,26.78
"06/12/65,23:16",78.89,489.15,50,26.75
"06/12/65,23:18",78.89,488.83,46.8,26.74
"06/12/65,23:20",78.95,482.39,53,26.69
"06/12/65,23:22",79,478.86,51.8,26.64
"06/12/65,23:24",78.89,488.54,50.6,26.67
"06/12/65,23:26",78.99,481.05,52.8,26.61
"06/12/65,23:28",78.97,480.02,47.8,26.61
"06/12/65,23:30",79,474.93,54,26.58
"06/12/65,23:32",79.1,479.39,51.8,26.55
"06/12/65,23:34",79.12,475.46,53.6,26.5
"06/12/65,23:36",79.12,479.62,52,26.5
"06/12/65,23:38",79.09,473.08,48.4,26.5
"06/12/65,23:40",79.24,472.4,54.2,26.46
"06/12/65,23:42",79.47,477.47,52.4,26.41
"06/12/65,23:44",80.38,484.72,50,26.44
"06/12/65,23:46",80.41,495.4,52.8,26.44
"06/12/65,23:48",80.43,498.42,48.6,26.43
"06/12/65,23:50",80.39,531.07,50.4,26.41
"06/12/65,23:52",80.74,532.31,54,26.4
"06/12/65,23:54",80.91,538.29,51.2,26.38
"06/12/65,23:56",80.8,541.02,54.8,26.4
"06/12/65,23:58",80.73,527.25,51.4,26.4
"07/12/65,00:00",80.65,518.05,44.4,26.38
"07/12/65,00:02",80.84,516.32,57.6,26.41
"07/12/65,00:04",80.42,522.98,47.8,26.46
"07/12/65,00:06",80.37,511.79,54.6,26.41
"07/12/65,00:08",80.07,509.42,52.4,26.41
"07/12/65,00:10",79.88,511.64,48.4,26.41
"07/12/65,00:12",79.61,514.49,51.6,26.43
"07/12/65,00:14",79.17,507.87,49.4,26.46
"07/12/65,00:16",80.02,516.78,53.2,26.46
"07/12/65,00:18",80.17,513.01,52.6,26.44
"07/12/65,00:20",79.82,505.84,52.6,26.5
"07/12/65,00:22",79.71,492.32,43.4,26.5
"07/12/65,00:24",79.6,487.53,56.6,26.5
"07/12/65,00:26",79.37,484.5,47.4,26.51
"07/12/65,00:28",79.5,493.29,55.8,26.52
"07/12/65,00:30",79.86,495.62,54.8,26.52
"07/12/65,00:32",80.38,499.16,46.2,26.51
"07/12/65,00:34",80.05,491.29,54.4,26.47
"07/12/65,00:36",80.07,487.14,44.6,26.48
"07/12/65,00:38",79.83,488.41,50.6,26.47
"07/12/65,00:40",79.66,492.21,49,26.48
"07/12/65,00:42",79.66,490.37,48.8,26.48
"07/12/65,00:44",79.09,484.66,46.2,26.47
"07/12/65,00:46",79.17,491.64,49.2,26.47
"07/12/65,00:48",78.72,477.8,55,26.5
"07/12/65,00:50",78.96,476.4,47.6,26.5
"07/12/65,00:52",78.62,480.63,56.4,26.47
"07/12/65,00:54",78.15,471.6,47,26.48
"07/12/65,00:56",78.4,475.53,51,26.48
"07/12/65,00:58",78.3,465.94,50.8,26.52
"07/12/65,01:00",78.73,467.7,53.2,26.48
"07/12/65,01:02",77.94,463.6,52.8,26.46
"07/12/65,01:04",77.95,466.26,53.2,26.5
"07/12/65,01:06",77.91,468.53,55.2,26.48
"07/12/65,01:08",78.47,475.74,55.2,26.5
"07/12/65,01:10",78.57,468.87,51.8,26.54
"07/12/65,01:12",77.71,461.84,54.2,26.5
"07/12/65,01:14",76.98,461.77,52.8,26.5
"07/12/65,01:16",77.14,459.03,52.6,26.5
"07/12/65,01:18",77.05,447.58,54.8,26.47
"07/12/65,01:20",76.81,463.4,46.2,26.48
"07/12/65,01:22",77.33,466.12,55.6,26.51
"07/12/65,01:24",77.14,466.12,53.4,26.58
"07/12/65,01:26",77.37,462,49.8,26.59
"07/12/65,01:28",77.83,456.01,55,26.61
"07/12/65,01:30",78.01,462.22,52,26.62
"07/12/65,01:32",77.76,459.93,56.6,26.61
"07/12/65,01:34",77.72,462.46,50.8,26.59
"07/12/65,01:36",77.3,460.96,50.8,26.57
"07/12/65,01:38",77.27,457.04,46,26.55
"07/12/65,01:40",77.13,456.94,50,26.55
"07/12/65,01:42",77.35,458.71,55.4,26.54
"07/12/65,01:44",77.2,466.5,53.8,26.55
"07/12/65,01:46",77.13,464.79,55.6,26.58
"07/12/65,01:48",77.25,466.94,48.6,26.59
"07/12/65,01:50",77.23,476.25,46.6,26.64
"07/12/65,01:52",77.34,474.4,55.4,26.65
"07/12/65,01:54",77.59,472.16,46.2,26.65
"07/12/65,01:56",77.64,474.57,52.4,26.62
"07/12/65,01:58",77.55,474.78,52,26.61
"07/12/65,02:00",77.56,477.64,43.2,26.61
"07/12/65,02:02",76.39,475.22,53,26.55
"07/12/65,02:04",75.92,469.7,49.2,26.51
"07/12/65,02:06",75.38,462.81,51.2,26.46
"07/12/65,02:08",75.25,455.64,50.4,26.43
"07/12/65,02:10",74.78,457.12,50,26.48
"07/12/65,02:12",74.2,448.17,52.8,26.47
"07/12/65,02:14",74.15,451.32,48.2,26.5
"07/12/65,02:16",73.68,446.59,50.8,26.51
"07/12/65,02:18",73.08,447.38,47.8,26.57
"07/12/65,02:20",73.65,444.8,49.8,26.54
"07/12/65,02:22",73.36,447.11,52.4,26.62
"07/12/65,02:24",74.03,454.39,51.6,26.67
"07/12/65,02:26",73.69,450.96,54.6,26.68
"07/12/65,02:28",73.87,446.98,52,26.67
"07/12/65,02:30",74.57,455.26,50,26.68
"07/12/65,02:32",73.79,450.41,53,26.69
"07/12/65,02:34",73.32,450.47,50.2,26.67
"07/12/65,02:36",72.71,454.02,43.2,26.62
"07/12/65,02:38",71.6,442.72,52.8,26.59
"07/12/65,02:40",72.56,441.47,48.2,26.61
"07/12/65,02:42",72.1,436.92,45.8,26.67
"07/12/65,02:44",71.73,439.42,51,26.69
"07/12/65,02:46",72.75,443.91,47.8,26.72
"07/12/65,02:48",72.66,455.29,51.2,26.74
"07/12/65,02:50",72.47,450.86,47.8,26.77
"07/12/65,02:52",72.6,448.07,52.2,26.79
"07/12/65,02:54",72.68,450.82,52.6,26.82
"07/12/65,02:56",73.3,451.7,48.8,26.82
"07/12/65,02:58",73.7,446.86,48.4,26.81
"07/12/65,03:00",73.98,457.15,53.2,26.79
"07/12/65,03:02",74.3,461.83,46.6,26.75
"07/12/65,03:04",74.57,469.09,55.2,26.72
"07/12/65,03:06",74.73,471.3,48.4,26.69
"07/12/65,03:08",74.98,472.17,48.6,26.64
"07/12/65,03:10",75.4,467.72,55,26.58
"07/12/65,03:12",75.87,473.49,46.8,26.55
"07/12/65,03:14",75.96,472.06,56,26.48
"07/12/65,03:16",76.33,474.39,51.2,26.4
"07/12/65,03:18",76.68,474.11,49.2,26.33
"07/12/65,03:20",76.54,473.02,51.4,26.28
"07/12/65,03:22",77.04,473.43,49.4,26.2
"07/12/65,03:24",76.12,468.31,54.4,26.11
"07/12/65,03:26",75.69,465.23,51,26.06
"07/12/65,03:28",75.85,458.03,52.8,26.01
"07/12/65,03:30",76.13,454.65,46.2,26.01
"07/12/65,03:32",76.17,454.25,50.2,26
"07/12/65,03:34",75.5,452.29,49,26.03
"07/12/65,03:36",74.68,460.61,55.2,26.03
"07/12/65,03:38",75.3,459.7,52.2,26.07
"07/12/65,03:40",74.9,456.67,54.2,26.09
"07/12/65,03:42",74.65,462.63,50.6,26.17
"07/12/65,03:44",74.97,462.77,55.6,26.16
"07/12/65,03:46",75.57,463.82,48.8,26.21
"07/12/65,03:48",75.85,466.45,53.6,26.23
"07/12/65,03:50",75.42,474.63,45.6,26.26
"07/12/65,03:52",74.41,469.47,54.4,26.21
"07/12/65,03:54",74.33,461.46,49.6,26.2
"07/12/65,03:56",74,460.92,52.4,26.21
"07/12/65,03:58",73.75,453.33,51.8,26.19
"07/12/65,04:00",74.33,457.25,54.2,26.2
"07/12/65,04:02",73.61,451.47,49.8,26.24
"07/12/65,04:04",73.84,451.95,54,26.28
"07/12/65,04:06",73.45,453.91,54.6,26.33
"07/12/65,04:08",73.65,452.3,44.4,26.38
"07/12/65,04:10",74.45,455.24,52.6,26.46
"07/12/65,04:12",73.23,451.74,50.6,26.48
"07/12/65,04:14",73.39,457.19,54.8,26.52
"07/12/65,04:16",73.65,451.29,52.6,26.57
"07/12/65,04:18",73.49,451.9,41.6,26.61
"07/12/65,04:20",73.6,453,53.2,26.65
"07/12/65,04:22",73.57,461.78,47,26.71
"07/12/65,04:24",73.45,455.02,53.6,26.75
"07/12/65,04:26",73.51,454.02,50.6,26.74
"07/12/65,04:28",73.84,451.23,51.4,26.79
"07/12/65,04:30",74.17,459.06,47.2,26.79
"07/12/65,04:32",74.61,470.29,54,26.81
"07/12/65,04:34",75.36,472.37,53.2,26.81
"07/12/65,04:36",75.36,468.01,47.4,26.79
"07/12/65,04:38",74.99,464.73,51.6,26.77
"07/12/65,04:40",74.79,468.2,47.8,26.75
"07/12/65,04:42",75.09,472.09,55.2,26.77
"07/12/65,04:44",75.52,474.27,45.2,26.78
"07/12/65,04:46",75.59,479.18,52.2,26.75
"07/12/65,04:48",75.81,483.61,54,26.75
"07/12/65,04:50",75.84,478.17,49.8,26.74
"07/12/65,04:52",76.02,484.83,55.4,26.74
"07/12/65,04:54",76.21,491.59,47.4,26.74
"07/12/65,04:56",76.5,487.35,53.4,26.69
"07/12/65,04:58",76.69,481.39,51.6,26.71
"07/12/65,05:00",76.59,485.58,49.8,26.67
"07/12/65,05:02",76.68,483.43,53.4,26.68
"07/12/65,05:04",76.68,488.25,50.6,26.64
"07/12/65,05:06",76.46,484.9,56.2,26.64
"07/12/65,05:08",76.71,486.32,52.4,26.61
"07/12/65,05:10",76.59,476.08,50.8,26.59
"07/12/65,05:12",76.81,486.58,50,26.61
"07/12/65,05:14",76.65,478.19,54.6,26.58
"07/12/65,05:16",76.79,478.36,51.8,26.54
"07/12/65,05:18",76.77,480.59,49,26.51
"07/12/65,05:20",75.68,481.73,56.4,26.48
"07/12/65,05:22",76.01,479.72,48.4,26.44
"07/12/65,05:24",75.68,487.65,57.2,26.41
"07/12/65,05:26",75.26,483.62,53,26.38
"07/12/65,05:28",75.09,478.39,46.6,26.31
"07/12/65,05:30",75,489.85,54.2,26.28
"07/12/65,05:32",75.01,486.52,51.4,26.27
"07/12/65,05:34",75.08,485.67,54.4,26.28
"07/12/65,05:36",74.9,485,46.6,26.28
"07/12/65,05:38",74.49,484.62,53.2,26.3
"07/12/65,05:40",74.86,472.64,53.8,26.28
"07/12/65,05:42",75.06,474.18,47,26.28
"07/12/65,05:44",75.55,478.41,49.6,26.33
"07/12/65,05:46",75.36,478.76,51.2,26.33
"07/12/65,05:48",75.38,468.67,48.4,26.33
"07/12/65,05:50",75.71,471.88,56.4,26.34
"07/12/65,05:52",75.89,474.9,51.2,26.36
"07/12/65,05:54",75.89,479.12,57,26.37
"07/12/65,05:56",75.75,474.11,55.8,26.38
"07/12/65,05:58",75.52,463.85,56.2,26.38
"07/12/65,06:00",75.62,472.82,46.8,26.41
"07/12/65,06:02",75.77,461.58,50.4,26.4
"07/12/65,06:04",75.3,464.8,50.8,26.37
"07/12/65,06:06",75.38,454.53,51.2,26.37
"07/12/65,06:08",74.46,459.52,53.6,26.38
"07/12/65,06:10",74.94,467.53,49.2,26.4
"07/12/65,06:12",74.69,461.94,49.8,26.41
"07/12/65,06:14",73.93,461.37,48.6,26.41
"07/12/65,06:16",73.64,452.79,55.2,26.47
"07/12/65,06:18",74.03,456.67,54.2,26.48
"07/12/65,06:20",74.28,463.16,56.8,26.52
"07/12/65,06:22",74.06,462.78,47.2,26.55
"07/12/65,06:24",74.22,460.65,56.2,26.59
"07/12/65,06:26",73.99,461.14,50.6,26.65
"07/12/65,06:28",74.56,461.84,50.4,26.65
"07/12/65,06:30",74.06,463.5,51.6,26.65
"07/12/65,06:32",74.62,470.28,52.4,26.67
"07/12/65,06:34",74.46,471.37,47.8,26.69
"07/12/65,06:36",74.85,473.28,54.4,26.74
"07/12/65,06:38",74.78,471.98,49.4,26.79
"07/12/65,06:40",74.78,469.24,46.6,26.78
"07/12/65,06:42",75.19,469,52.6,26.79
"07/12/65,06:44",75.49,480.54,52.8,26.79
"07/12/65,06:46",76.15,485.51,50.8,26.79
"07/12/65,06:48",76.55,490.13,47.8,26.82
"07/12/65,06:50",76.51,490.99,51,26.84
"07/12/65,06:52",76.6,495.31,48.4,26.87
"07/12/65,06:54",76.76,493.56,50,26.85
"07/12/65,06:56",76.71,491.53,48.4,26.85
"07/12/65,06:58",76.77,489.06,55.2,26.84
"07/12/65,07:00",77.15,494.14,47.8,26.87
"07/12/65,07:02",77.29,492.65,55.6,26.88
"07/12/65,07:04",77.27,494.08,47.6,26.91
"07/12/65,07:06",77.39,488.95,55.4,26.95
"07/12/65,07:08",77.56,494.87,54.2,26.97
"07/12/65,07:10",77.74,490.08,52.2,26.98
"07/12/65,07:12",77.57,479.45,49.6,27.02
"07/12/65,07:14",77.39,479.99,55.6,27.06
"07/12/65,07:16",77.49,475.5,52.6,27.09
"07/12/65,07:18",77.17,479.38,51.2,27.18
"07/12/65,07:20",77.1,470.77,46.2,27.29
"07/12/65,07:22",77.05,470.02,48.4,27.33
"07/12/65,07:24",76.95,469.27,52.8,27.47
"07/12/65,07:26",76.52,474.11,46.2,27.56
"07/12/65,07:28",76.21,460.85,48,27.66
"07/12/65,07:30",75.89,468.11,45.6,27.81
"07/12/65,07:32",75.91,476.33,48.4,27.9
"07/12/65,07:34",75.8,468.34,48.2,28.03
"07/12/65,07:36",75.48,470.23,48.6,28.15
"07/12/65,07:38",74.63,468.84,45.2,28.29
"07/12/65,07:40",74.79,464.03,45,28.45
"07/12/65,07:42",74.84,459.4,49.2,28.62
"07/12/65,07:44",74.62,458.71,43.8,28.82
"07/12/65,07:46",71.77,456.53,40.2,28.91
"07/12/65,07:48",72.8,456.53,45.4,29.13
"07/12/65,07:50",71.46,448.83,43.2,29.26
"07/12/65,07:52",71.68,450.71,43.6,29.41
"07/12/65,07:54",71.63,480.73,37.4,29.57
"07/12/65,07:56",71.13,454.01,43.4,29.69
"07/12/65,07:58",71.14,461.38,44.8,29.88
"07/12/65,08:00",70.93,458.73,42.8,30.02
"07/12/65,08:02",70.74,451.55,39.2,30.15
"07/12/65,08:04",70.45,449.2,42.6,30.31
"07/12/65,08:06",70.31,456.31,44.6,30.53
"07/12/65,08:08",70.03,455.5,45,30.77
"07/12/65,08:10",68.84,443.97,39.8,30.95
"07/12/65,08:12",67.42,432.59,42.8,31.11
"07/12/65,08:14",67.46,437.24,65,31.25
"07/12/65,08:16",66.86,432.29,60,31.35
"07/12/65,08:18",65.21,424.71,47.8,31.4
"07/12/65,08:20",62.42,420.06,55.2,31.36
"07/12/65,08:22",63.71,426.06,50.6,31.54
"07/12/65,08:24",64.5,423.8,48.8,32.01
"07/12/65,08:26",60.69,425.75,47.6,32.14
"07/12/65,08:28",61.76,423.47,47.6,32.01
"07/12/65,08:30",60.81,427.03,41,32.13
"07/12/65,08:32",61.91,425.76,45.6,32.4
"07/12/65,08:34",60.12,427.47,44.2,32.75
"07/12/65,08:36",59.53,420.68,50.4,32.95
"07/12/65,08:38",60.13,425.45,40,33.27
"07/12/65,08:40",60.54,426.2,48,33.59
"07/12/65,08:42",58.93,418.42,38.4,33.87
"07/12/65,08:44",56.34,425.15,46,34.05
"07/12/65,08:46",56.63,425.41,39.4,34.19
"07/12/65,08:48",56.26,431.6,45.4,34.39
"07/12/65,08:50",55.8,436.55,38.4,34.51
"07/12/65,08:52",53.62,435.85,42.2,34.59
"07/12/65,08:54",53.09,436.02,35.6,34.59
"07/12/65,08:56",54.1,436.39,28,34.41
"07/12/65,08:58",54.86,427.67,37,34.22
"07/12/65,09:00",55.46,432.08,38,34.12
"07/12/65,09:02",56.27,440.19,36.4,34.11
"07/12/65,09:04",55.31,438.82,33.8,34.15
"07/12/65,09:06",55.36,432.86,32,34.1
"07/12/65,09:08",55.9,430.48,33.8,34.21
"07/12/65,09:10",55.28,430.83,22.6,34.46
"07/12/65,09:12",54.78,433.79,20,34.63
"07/12/65,09:14",54.49,443.43,24.4,34.93
"07/12/65,09:16",53.53,438.39,23.4,35.33
"07/12/65,09:18",52.68,435.3,19.6,35.54
"07/12/65,09:20",52.04,431.37,20,35.67
"07/12/65,09:22",51.58,434.99,13.8,35.75
"07/12/65,09:24",52.33,437.92,21,35.84
"07/12/65,09:26",51.78,437.3,19,35.91
"07/12/65,09:28",52.75,434.14,18,35.95
"07/12/65,09:30",53.14,425.41,16.4,35.84
"07/12/65,09:32",52.39,435.35,24.2,35.58
"07/12/65,09:34",52.59,435.11,14.6,35.34
"07/12/65,09:36",53.64,431.3,21.4,35.23
"07/12/65,09:38",53.83,434.04,18.4,35.09
"07/12/65,09:40",53.8,423.66,13.2,34.99
"07/12/65,09:42",54.15,431.68,16.2,34.87
"07/12/65,09:44",53.89,427.46,20.8,34.79
"07/12/65,09:46",54.19,436.07,16.2,34.7
"07/12/65,09:48",54.66,432.7,19.4,34.66
"07/12/65,09:50",54.42,435.95,13.4,34.66
"07/12/65,09:52",54.61,437.25,14.8,34.69
"07/12/65,09:54",55.08,427.88,10.6,34.76
"07/12/65,09:56",54.84,433.7,13.4,34.83
"07/12/65,09:58",54.72,434.7,13.2,34.93
"07/12/65,10:00",54.59,433.59,18.2,35.03
"07/12/65,10:02",54.27,438.09,11.8,35.13
"07/12/65,10:04",54.8,438.29,7,35.18
"07/12/65,10:06",55.26,433.55,10.8,35.33
"07/12/65,10:08",53.89,436.76,9.6,35.4
"07/12/65,10:10",54.09,436.37,7,35.51
"07/12/65,10:12",53.32,428.7,14.2,35.57
"07/12/65,10:14",53.52,425.03,8,35.75
"07/12/65,10:16",52.67,432.01,12.4,35.8
"07/12/65,10:18",52.64,433.8,9,35.88
"07/12/65,10:20",51.91,434.76,5.8,35.99
